enstxids	sym	C12.rna	C3.rna	Q.rna	preS.rna	S.rna	Tr.rna	C12.rp	C3.rp	Q.rp	preS.rp	S.rp	Tr.rp
ENST00000358160	GRAMD1C	1.6	1.82	1.54	1.15	1.57	1.68	1	2.78	2.24	2.19	2.62	2.53
ENST00000398812	GRB10	7.58	5.22	9.3	6.79	5.02	7.19	7.02	3.18	6.95	5.72	3.02	3.44
ENST00000392562	GRB2	39.44	41.57	37.09	44.88	66.65	56.66	93.43	57.42	78.89	64.24	101.69	94.84
ENST00000377824	GRHPR	18.79	28.94	16.66	19.82	40.62	25.85	53.24	59.66	39.78	48.61	46.25	45.22
ENST00000421544	GRIK2	5	12.16	5.65	2.97	6.61	5.65	2.74	7.1	2.67	4.91	9.63	5.15
ENST00000313269	GRINA	102.16	107.7	120.62	115.15	224.97	121.51	77.18	102.64	107.24	115.18	246.08	81.9
ENST00000299638	GRINL1A	15.88	17.43	19.82	16.89	14.93	12.96	5.13	5.13	6.14	2.27	2.98	3.75
ENST00000376441	GRIPAP1	14.52	12.52	14.86	12.79	13.3	17.14	23.21	14.17	21.99	18.02	15.66	18.61
ENST00000528793	GRK6	27.18	17.63	14.97	21.39	11.8	23.76	7.66	10.94	5.13	10.31	3.64	9.29
ENST00000053867	GRN	118.72	143.53	200.24	139.74	214.19	258.58	220.96	218.97	427.02	318.98	405.21	279.12
ENST00000264954	GRPEL1	21.59	18.07	15.56	33.34	33.67	28.41	75.19	86.57	55.9	108.26	107.67	129.5
ENST00000254799	GRSF1	13.64	20.79	12.33	15.54	19.63	20.56	56.58	72.72	45.26	59.16	70.61	66.49
ENST00000253237	GRWD1	37.22	24.22	22.3	41.42	18.22	36.05	41.28	32.45	31.89	45.93	16.47	47.74
ENST00000222330	GSK3A	44.49	31.95	34.88	47.6	37.84	48.32	17.45	20.85	14.76	10.61	15.21	21.55
ENST00000316626	GSK3B	35.86	29.03	38.81	42.55	37.06	33.69	17.02	14.98	18.25	12.21	24.57	19.01
ENST00000434724	GSPT1	69.67	48.59	61.61	70.63	41.47	54.75	219.12	154.82	170.17	195.8	157.57	199.85
ENST00000340438	GSPT2	2.5	4.48	2.52	3.22	5.59	6.55	3.88	6.87	2.75	3.19	10.37	10.32
ENST00000221130	GSR	34.1	19.78	32.86	33.83	15.97	24.71	51.7	26.35	45.55	35.31	22.16	32.71
ENST00000216951	GSS	46.8	36.9	41.84	57.6	64.98	38.84	76.06	60.47	77.83	91.03	94.01	59.1
ENST00000515279	GSTCD	4.12	6.4	2.97	4.73	3.19	5.6	4.85	3.37	1.61	1	1.92	5.25
ENST00000479303	GSTK1	28.99	49.31	36.98	32.52	55.7	26.9	60.18	70.97	50.02	61.51	75.98	36.2
ENST00000540225	GSTM3	4.43	7.15	6.71	4.77	10.37	8.78	19.79	54.31	32.12	18.52	63.73	60.52
ENST00000369836	GSTM4	9.92	7.15	15.02	8.31	4.45	6.9	6.79	5.54	8.77	4.33	1	8.38
ENST00000553586	GSTZ1	3.9	7.45	6.96	4.41	8.41	9.13	2.61	6.9	6.65	7.93	8.11	5.25
ENST00000409214	GTDC1	3.74	3.53	4.78	4.29	6.26	3.69	1.25	1.8	1	1	3.85	2.15
ENST00000553612	GTF2A1	11.17	11.19	9.99	10.52	8.02	8.53	39.84	44.66	35.27	32.71	37.66	49.55
ENST00000283875	GTF2E1	6.37	4.86	5.33	7.34	4.33	8.15	17.48	8.38	11.26	10.52	11.92	15.97
ENST00000355904	GTF2E2	21.71	25.06	20.06	27.31	27.71	26.66	17.75	31.07	23.61	23.88	30.07	29.07
ENST00000394456	GTF2F1	58.69	42.76	49.9	58.96	48.41	52.48	98.39	59.94	76.39	92.2	59.75	83.27
ENST00000265963	GTF2H1	26.1	24.6	25.06	35.65	28.88	25.95	12.47	9.19	10.11	17.18	15.26	7.61
ENST00000543341	GTF2H3	16.05	16.61	11.4	18.39	13.09	15.47	24.06	41.14	22.7	21.31	23.45	31.34
ENST00000259895	GTF2H4	15	11.77	11.21	12.88	8.11	12.33	10.21	9.22	8.14	15.91	6.01	8.1
ENST00000324896	GTF2I	40.57	64.25	41.15	37.55	47.01	60.1	43.43	63.09	41.5	36.69	52.42	73.75
ENST00000455841	GTF2IRD1	7.83	5.87	7.32	7.37	4.25	9.97	4.72	4.12	4.34	6.11	2.64	4.09
ENST00000356183	GTF3C1	31.03	23.99	26.4	30.12	29.87	31.39	34.38	26.17	31.26	33.66	42.23	36.91
ENST00000359541	GTF3C2	21.24	15.39	20.58	23.52	12.04	21.96	15.8	13.88	15.91	15.42	9.44	17.24
ENST00000263956	GTF3C3	10.89	9.42	9.98	11.88	7.81	9.66	22.79	17.56	15.24	15.79	22.61	22.92
ENST00000372146	GTF3C4	6.59	9.2	6.12	7.09	6.55	11.06	11.78	10.85	10.38	11.05	6.69	14.19
ENST00000372108	GTF3C5	21.64	23.38	16.87	23.59	15.58	32.55	11.03	16.85	12.62	19.59	9.79	19.59
ENST00000329970	GTF3C6	66.11	54.66	48.71	86.8	87.79	56.66	66.84	59.17	32.24	61.01	53.62	44.02
ENST00000216044	GTPBP1	15.63	12.82	17.92	16.68	8.87	17.85	19.87	12.96	18.45	16.49	9.56	18.15
ENST00000222511	GTPBP10	2.23	2.53	2.15	3.07	2.26	2.48	8.02	13.5	4.44	7.05	17.33	13.99
ENST00000358792	GTPBP3	7.92	4.95	6.1	7.69	3.86	6.93	10.65	4.16	9.4	13.39	2.32	3.5
ENST00000370823	GTPBP5	14.72	8.9	11.69	14.6	9.9	10.1	25.24	9.3	14.62	14.81	14.31	12.81
ENST00000305485	GTPBP8	5.84	6.47	5.35	7.42	8.07	6.4	18.3	11.34	9.01	7.43	10.63	7.08
ENST00000502959	GUCY1B3	1	1.38	1	1	1	1.04	1.74	1.36	1.55	1.56	1	2.11
ENST00000281543	GUF1	7.84	7.25	5.51	8.34	6.05	6.75	8.47	5	3.15	6.33	6.92	6.43
ENST00000409580	GULP1	7.59	7.88	9.21	4.9	4.45	4.31	5.25	6.52	5.79	3.48	4.37	5.32
ENST00000304895	GUSB	18.59	14.21	16.86	13.89	5.55	13.83	22.46	18.68	27.36	22.59	9.82	16.37
ENST00000398675	GXYLT1	4.77	5.57	4.24	4.44	8.23	4.93	8.75	15.95	14.02	10.37	37.78	15.27
ENST00000381163	GYG2	1	1.08	1	1	1	2.83	1	1	1	1	1	3.07
ENST00000323798	GYS1	44.62	49.18	42.11	42.49	62.45	32.12	54.45	50.29	54.5	44.6	64.71	31.66
ENST00000338121	GZF1	7.06	4.99	7.66	10.04	4.9	5.33	10.03	7.02	11.91	14.42	7.73	10.58
ENST00000511689	H2AFY	56.32	44.31	48.58	61.55	40.8	55.7	104.62	89.75	92.54	120.41	86.24	110.5
ENST00000366813	H3F3A	109.38	120.32	97.01	105.43	106.78	155.87	243.74	464.97	237.46	177.15	225.27	416.41
ENST00000254810	H3F3B	104.48	91.76	91.45	103.18	46.44	172.11	157.32	219.91	143.42	131.54	56.9	320.46
ENST00000377403	H6PD	12.04	15.57	18.88	9.88	9.31	12.62	13.66	14.89	27.78	13.6	12.59	10.42
ENST00000375249	HABP4	10.55	10.82	12.44	11.89	14.23	10.21	5.24	9.84	11	9.43	8.89	10.22
ENST00000321169	HACL1	8.47	6.77	6.95	8.56	12.91	7.32	14.96	7.46	9.79	10.99	16.57	7.45
ENST00000403312	HADH	13.59	21.85	14.7	9.05	7.11	12.95	25.56	49.54	24.93	16.47	12.66	24.85
ENST00000380649	HADHA	78.21	74.02	106.72	100.09	138.71	82.8	132.97	108.78	151.66	160.81	223.37	145.4
ENST00000317799	HADHB	47.47	56.12	54.68	59.17	98.5	54.35	83.57	97.13	77.52	89.74	159.47	80.16
ENST00000397356	HAGH	14.69	15.07	17.58	13.39	34.28	19.32	23.44	22.45	27.86	17.15	34.7	24.97
ENST00000341413	HAGHL	4.11	3.39	5.66	5.01	4.54	4.2	6.34	3.84	8.07	11.7	2.39	2.56
ENST00000359595	HAPLN3	1	1.95	1	1	2.1	1	1	5.24	1.71	1	6.1	1
ENST00000504156	HARS	37.08	32.22	32.65	46.49	54.3	40.83	145.78	90.09	112.46	108.74	128.07	121.04
ENST00000230771	HARS2	15.67	12.95	14.67	16.66	10.86	16.06	27.29	20	15.37	22.45	14.35	19.52
ENST00000264108	HAT1	47.84	31.71	31.54	47.54	20.18	36.25	87.72	84.79	44.34	61.77	55.27	87.3
ENST00000282058	HAUS1	25.67	19.98	19.61	22.93	10.03	21.76	71.04	54.78	35.48	52.19	16.41	58.65
ENST00000260372	HAUS2	9.06	12.15	7.39	10.23	7.7	12.16	8.81	12.13	9.91	5.2	10.93	13.19
ENST00000243706	HAUS3	3.5	3.32	2.69	3.83	1.53	5.13	3.93	7.39	3.89	4.71	5.52	11.59
ENST00000380502	HAUS6	6.9	9.27	5.04	8.63	4.53	9.45	5.53	8.02	3.16	3.97	4.27	9.52
ENST00000483970	HAX1	67.27	61.29	63.49	67.6	79.15	51.47	45.13	63	34.1	29.83	41.15	41.48
ENST00000230990	HBEGF	9.39	5.34	5.71	8.79	12.39	7.16	24.33	10.68	20.87	23.23	37.16	16.3
ENST00000367837	HBS1L	14.4	12.01	11.41	15.16	15.91	10.6	29.86	21.96	17.76	24.27	32.36	22.61
ENST00000321143	HCCS	14.76	14.79	11.92	19.48	28.76	14.73	50.4	39.32	29.04	47.7	101.69	38.48
ENST00000229330	HCFC2	6.2	7.61	5.93	5.82	6.34	5.88	6.12	7.95	5.02	4.5	6.43	6.01
ENST00000314583	HCLS1	2.61	3.12	2.6	4.02	1.88	2.93	9.3	6.97	5.56	5.96	2.62	5.25
ENST00000373548	HDAC1	81.16	55.92	79.17	96.5	34.92	65.83	137.23	89.7	130.24	155.83	52.74	106.87
ENST00000216271	HDAC10	6.24	5.43	6.36	4.63	4.03	7.2	3.67	3.77	9.4	6.91	1	1.91
ENST00000437379	HDAC11	2.9	3.88	3.42	2.1	6.31	3.03	8.02	5.91	4.18	4.36	5.98	3.24
ENST00000398283	HDAC2	31.95	20.75	23.26	32.55	18.61	24.99	134.35	123.41	92.5	111.59	129.58	151.75
ENST00000305264	HDAC3	41.81	32.02	36.17	39.15	28.57	33.2	24.25	17.42	18.08	24.19	14.79	12.47
ENST00000345617	HDAC4	3.1	2.22	2.65	2.21	1.28	2.53	4.39	1.74	4.16	2.11	1.04	1.99
ENST00000380610	HDAC7	31.16	27.16	27.82	21.94	18.33	35.64	12.29	8.51	13.98	10.66	4.57	8.05
ENST00000398153	HDDC2	23.96	21.25	19.94	23.13	18.83	20.35	20.44	35.74	24.61	33.75	25.16	32.45
ENST00000394272	HDDC3	12.1	8.51	11.81	13.82	6.93	7.79	15.76	14.29	13.73	15.81	5.15	7.54
ENST00000406805	HDGF	141.68	115.09	98.84	106.18	93.47	170.41	376.7	232.25	261.54	227.41	130.9	376.86
ENST00000300605	HDHD2	14.46	13.08	11.21	14.76	13.48	12.84	17.98	12.5	11.26	15.02	12.37	9.83
ENST00000391975	HDLBP	271.48	261.09	332.87	261.13	287.27	217.67	205.14	189.86	220.34	179.82	218.04	156.99
ENST00000297977	HDX	1	1	1	1	1	1	1.74	1	1	1.13	1.09	1.77
ENST00000366582	HEATR1	18.24	11.49	13.18	19.49	8.48	12.69	18.52	15.99	14.06	19.9	17.91	22.38
ENST00000297440	HEATR2	19.52	12.62	14.95	19.16	11.28	15.84	20.45	11	22.44	24.83	10.05	13.09
ENST00000299192	HEATR3	11.63	10.8	9.14	11.53	9.62	13.91	14.01	13.11	9.76	13.68	11.11	14.03
ENST00000543095	HEATR5A	4.58	7.73	5.63	5.22	9.54	4.1	1.74	4.41	3.22	3.9	6.46	3.25
ENST00000233099	HEATR5B	4.69	6.19	5.36	5.24	6.96	5.9	3.81	6.6	4.31	4.96	10.57	8.48
ENST00000184956	HEATR6	10.67	7.92	9.65	9.09	3.85	13.54	6.63	8.91	8.07	7.08	4.76	10.42
ENST00000528919	HEATR7A	5.72	6.3	7.95	7.93	8.75	6.54	3.57	4.52	6.43	5.54	3.74	3.95
ENST00000014930	HEBP1	37.89	34.08	36.43	44.87	53.95	33.79	95.44	75.58	66.15	61.67	90.9	74.78
ENST00000367658	HECA	5.14	5.9	7.75	5.09	4.57	4.18	1.89	2.85	5.39	1.85	1.97	1.61
ENST00000261312	HECTD1	29.99	26.55	27.13	29.87	34.16	25.88	19.03	22.15	18.91	22.85	52.28	26.49
ENST00000446394	HECTD2	1.84	1.83	2.39	2.07	2.23	1.97	1.28	1.8	1.15	2.29	2.71	3.24
ENST00000372172	HECTD3	21.59	17.05	25.5	22.68	18.5	17.33	19.64	19.53	25.71	24.4	14.96	14.08
ENST00000395891	HECW1	1.72	1.38	1.59	2.6	1	1.7	1.86	1.15	2.82	2.12	1	2
ENST00000260983	HECW2	2.26	3.28	2.94	3.45	5.73	1.88	1.44	2.65	1.6	1.31	5.84	2.1
ENST00000545134	HELB	1	1	1	1	1	1	1	1	1	1.18	1	1.05
ENST00000295488	HELQ	2.22	3.43	2.42	2.7	4.64	3.79	1	2.03	1	1.16	2.16	1.28
ENST00000358691	HELZ	5.37	4.96	5.57	5.1	4.81	5.98	4.85	3.85	4.93	2.61	7.32	5.49
ENST00000232854	HEMK1	4.78	3.16	5.42	4.52	2.42	2.47	11.37	5.44	12.14	10.53	3.68	4
ENST00000315765	HEPHL1	1	1	1	1	1.37	3.22	1	1	1	1	2.22	5.05
ENST00000443617	HERC1	8.56	9.13	10.34	8.85	8.27	6.91	6.99	7.17	8.29	8.7	10.23	9.25
ENST00000261609	HERC2	22.98	17.39	19.44	16.81	12.97	17.02	9.18	8.54	12.72	12	6.5	9.55
ENST00000402738	HERC3	6.88	8.38	7.16	7.14	17.42	17.48	7.97	10.76	9.06	7.22	27.74	24.18
ENST00000395198	HERC4	47.86	69.99	29.92	41.74	86.42	41.01	62.03	85.93	37.4	39.81	138.95	47.53
ENST00000264350	HERC5	1.65	1	1.3	1.52	1	3.56	1	1	1.56	3.27	1	4.41
ENST00000300302	HERPUD1	34.93	34.53	60.76	36.43	47.32	30.02	52.75	43.07	82.67	51.67	83.83	32.58
ENST00000396081	HERPUD2	8.81	10.33	11.57	7.28	7.98	9.46	14.11	15.97	16.6	18.51	20.51	16.74
ENST00000268097	HEXA	30.53	31.01	49.43	39.19	52.59	38.54	72.49	63.8	105.81	110.32	147.3	71.14
ENST00000261416	HEXB	114.89	95.28	121.57	158.16	203.39	139.09	168.52	121.07	148.2	244.61	498.93	154.06
ENST00000332499	HEXIM1	13.15	16.4	12.65	10.73	13.82	18.89	61.27	52.56	78.26	46.49	44.27	70.96
ENST00000307275	HEXIM2	3.27	1.88	3.68	3.26	3.63	4.1	4.86	3.04	2.87	3.31	2.22	4.36
ENST00000329138	HGS	87.51	55.18	88.09	90.37	43.56	91.12	74.66	55.13	92.87	88.49	36.32	62.96
ENST00000370152	HIAT1	20.87	21.35	33.33	21.32	23.19	24.58	15.82	15.91	17.55	18.75	29.51	16.85
ENST00000265395	HIBADH	19.69	29.15	20.52	19.17	20.92	21.78	32.49	52.26	29.21	16.89	31.9	29.77
ENST00000359678	HIBCH	7.73	6.82	8.05	10.02	11.77	7.57	13.87	19.31	15.03	17.16	28.08	19.18
ENST00000539097	HIF1A	217.6	205.31	213.29	188.36	115.36	104.69	186.47	213.33	169.81	115.32	153.13	129.38
ENST00000452906	HIGD1A	30.09	53.61	26.01	35.22	91.22	48.16	85.23	146.45	60.98	65.61	160.46	111.85
ENST00000350777	HINFP	4.41	3.38	4.97	4.6	4.53	4.23	2.78	1.12	2.8	3.55	1.4	2.52
ENST00000229633	HINT3	4.71	5.83	6.14	6.28	11.05	6.31	5.39	7.69	2.4	8.54	8.71	7.42
ENST00000336926	HIP1	7.94	8.31	7.13	13.22	3.93	15.02	13.73	13.93	10.46	22.09	7.71	28.74
ENST00000253083	HIP1R	4.66	4.81	7.04	4.44	5.47	3.99	5.75	4.45	12.11	8.46	5.12	3.31
ENST00000426820	HIPK1	18.86	11.65	16.31	13.8	9.13	11.53	8.05	7.87	6.72	9.62	7.19	8.76
ENST00000406875	HIPK2	6.82	3.74	6.87	8.28	5.76	3.68	1	1	1.56	2.84	1.84	1.15
ENST00000303296	HIPK3	11.83	10.83	13.09	10.03	15.65	8.84	2.99	3.99	4.65	3.72	9.87	4.51
ENST00000263208	HIRA	19.62	13.91	21.39	19.41	9.9	16.58	6.67	3.53	6.89	6.52	2.08	4.31
ENST00000279392	HIRIP3	16.82	9.41	10.9	10.57	2.04	9.16	24.91	17.25	18.86	13.22	2.13	13.57
ENST00000359193	HIST1H2AG	1	1.02	1	1.33	1.94	1.21	626.29	687.73	280.42	307.07	9.51	635.95
ENST00000379388	HIVEP1	3.64	3.22	2.84	2.33	2.01	2.03	1	1.41	1	1	1.5	1
ENST00000367603	HIVEP2	9.06	7.58	12.82	10.37	11.38	10.89	2.09	2.3	4.84	3.12	5.23	4.76
ENST00000448642	HK1	113.23	73.35	110.97	146.63	73.09	83.07	174.58	99.12	147.09	203.79	104.51	114.61
ENST00000290573	HK2	33.97	29.14	38.33	46.35	43.81	28.14	65.81	56.92	101.38	115.66	116.1	65.91
ENST00000324411	HKR1	4.77	5.58	5.43	4.92	6.36	6.09	1.15	1.91	2.47	6.43	3.95	3.95
ENST00000376806	HLA-A	83.46	147.78	120.13	73.08	116.92	159.98	305.74	256.53	455.77	240.42	267.59	250.77
ENST00000412585	HLA-B	49.81	157.66	89.58	37.23	111.58	213.12	117.49	269.31	322.22	120.81	200.54	299.65
ENST00000376630	HLA-E	62.62	98.34	100.14	63.98	121.85	90.59	162.86	203.66	263.49	204.21	272.67	185.44
ENST00000259951	HLA-F	2.93	9.41	3.56	2.03	5.17	13.67	22.15	15.33	30.18	17.76	17.27	22.88
ENST00000399120	HLCS	3.79	7.04	5.94	3.61	4.1	4.2	2.12	5.14	4.65	1.92	4.15	3.4
ENST00000310053	HLTF	17.54	15.16	12.95	11.32	7.16	12.05	41.41	24.98	19.81	17.9	18.08	29.59
ENST00000366903	HLX	5.73	3.42	4.65	3.98	2.76	3.93	14.65	8.53	15.28	10.27	6.4	7.78
ENST00000398174	HM13	122.55	128.54	135.65	150.54	227.78	140.6	225.41	233.83	263.92	372.65	617.58	260.91
ENST00000444075	HMBOX1	3	2.87	3.53	2.88	3.3	1.84	2.09	1.75	2.17	5.15	2.15	2.64
ENST00000278715	HMBS	31.22	21.88	23.99	31.39	15.64	30.15	27.96	23.59	17.08	16.03	11.05	24.77
ENST00000271588	HMCN1	1	1	1	1	1	1	1	1	1	1	1	1
ENST00000381714	HMG20A	9.86	11.1	11.24	10.12	9.82	9.43	23.8	24.82	30.63	22.61	22.23	22.94
ENST00000395004	HMGA1	888.05	570.74	1021.32	1131.78	561.26	988.85	237.55	266.17	319.98	268.96	129.13	522.7
ENST00000325307	HMGB3	17.15	11.35	10.3	11.17	3.59	15.62	161.74	85.45	61.93	58.01	19.61	109.61
ENST00000374490	HMGCL	10.99	14.77	14.14	12.7	24.52	10.52	19.88	28.28	20.57	19.17	28	14.69
ENST00000344726	HMGN3	31.62	20.98	25.39	34.43	15.02	27.15	32.7	92.67	42.49	59.14	36.22	138.89
ENST00000358130	HMGN5	1.93	1.12	1.61	1.75	1.65	1	12.24	10.97	12.72	31.35	15.05	12.98
ENST00000502717	HMGXB3	19.74	18.03	21.38	30.54	20.83	21.16	4.89	4.32	6.21	6	4.98	3.97
ENST00000216106	HMGXB4	13.29	11.72	11.39	12.82	5.93	12.51	10.75	9.35	7.08	8.9	3.95	15.69
ENST00000458134	HMOX2	23.8	26.01	19.23	32.46	63.4	35.33	32.49	43.77	27.99	39.07	62.89	46.17
ENST00000314940	HNRNPA0	77.09	52.65	60.75	65.05	31.75	58.78	181.35	119.86	167.75	119.06	58.81	111.74
ENST00000354667	HNRNPA2B1	260.49	179.86	190.38	245.35	92.96	258.48	1816.66	1098.86	1063.75	1136.34	564.18	1428.57
ENST00000392524	HNRNPA3	272.62	139.23	201.98	266.1	81.97	204.39	560.67	305.05	315.56	359.93	183.12	413.51
ENST00000358344	HNRNPAB	134.86	98.82	76.74	126.96	52.28	99.92	389.42	190.42	222.72	262.71	90.85	219.58
ENST00000320084	HNRNPC	163.04	135.74	114.46	155.01	150.74	154.9	798.29	449.76	440.24	512.49	445.35	570.9
ENST00000443950	HNRNPF	115.09	86.84	91.74	108.02	49.05	81.92	395.65	207.94	279.2	243.82	126.43	186.32
ENST00000316594	HNRNPH2	34.72	41.77	42.87	40.48	47.49	43.43	103.51	111.59	98.15	75.13	117.46	109.63
ENST00000265866	HNRNPH3	83.45	64.8	56.9	77.48	29.25	75.22	301.88	163.16	156.74	184.1	68.31	184.19
ENST00000376263	HNRNPK	235.01	228.52	200.49	248.91	183.61	266.55	604.69	451.87	458.53	488.33	380.65	530.27
ENST00000221419	HNRNPL	180.98	150.84	120.41	174.18	84.32	181.01	296.27	212.32	182.52	228.66	118.42	221.7
ENST00000325495	HNRNPM	144.27	90.92	103.03	139.62	52.19	148.04	345.54	170.3	259.11	263.24	100.14	259.89
ENST00000374616	HNRNPR	106.31	65.09	76.04	95.62	32.89	82.34	257.84	128.94	159.24	151.35	65.37	156.31
ENST00000283179	HNRNPU	213.88	135.49	149.71	205.96	97.23	168.95	615.17	373.03	498.41	513.01	317.68	505.84
ENST00000301785	HNRNPUL2	68.34	41.84	59.27	54.82	26.39	52.47	212.16	107.02	207.38	175.58	61.44	113.76
ENST00000449105	HNRPLL	12.1	10.77	11.22	12.5	11.33	14.95	32.91	22.78	25.46	22.91	22.57	24.7
ENST00000539827	HOMER3	68.35	47.65	75.18	66.78	49.51	58.97	87.26	44.36	81.53	67.66	28.34	41.02
ENST00000561013	HOMEZ	3.12	3.86	4.82	2.87	4.93	3.78	2.49	4.91	4.36	1.92	5.56	5.1
ENST00000397668	HOOK2	4.31	3.57	5.49	3.81	3.28	3.54	4.69	3.23	7.12	8.6	4.07	2.92
ENST00000307602	HOOK3	12.57	13.21	13.97	10.33	10.36	9.56	36.66	47.91	36.41	30.11	44.13	48.15
ENST00000222753	HOXA13	6.16	9.85	6.15	3.94	1.78	7.61	15.22	13.84	10.71	3.73	2.01	10.06
ENST00000303450	HOXC9	1	1.26	1	1	1.67	1.83	1	1	1	1	2.11	5.3
ENST00000325103	HPS1	13.12	15.87	20.13	11.9	12.43	11.07	5.31	5.61	11.89	6.37	2.77	3.68
ENST00000296051	HPS3	11.12	8.93	14.14	11.68	6.99	8.85	10.56	8.21	12.82	6.72	6.78	7.76
ENST00000349215	HPS5	9.74	15.52	9	12.3	17.11	11.75	6.69	12.19	6.35	5.97	15.7	10.2
ENST00000299238	HPS6	12.1	14.75	12.98	12.05	12.03	17.78	13.28	13.38	17.57	14.52	9.07	10.94
ENST00000397056	HRH1	1.21	2.07	1	1.31	1	5.09	2.91	4.67	1.65	4.12	2.26	10.09
ENST00000254878	HRSP12	11.37	13.76	10.32	14.52	30	13.71	25.49	30.23	19.39	29.11	42.63	20.25
ENST00000370550	HS2ST1	9.73	9.39	15.39	13.93	14.9	14.08	22.91	27.45	39.35	38.29	73.38	49.71
ENST00000216027	HSCB	9.83	7.41	9.73	11.24	11	11.57	12.58	14.6	10.88	18.68	10.81	14.66
ENST00000168216	HSD17B10	49.66	36.08	36.49	54.8	65.18	48.36	68.17	49.44	47.02	70.7	65.48	51.69
ENST00000504811	HSD17B4	27.71	33.24	32.07	32.27	44.18	31.14	61.69	64.94	62.55	63.99	91.27	58.31
ENST00000219439	HSDL1	6.68	7.17	6.94	8.29	11.6	7.61	8.72	10.11	10.58	16.69	26.62	12.54
ENST00000398805	HSDL2	7.37	12.01	6.25	9.03	13.9	7.64	12.23	25.59	12.82	13.72	29.95	19.12
ENST00000368455	HSF2	8.72	7.45	6.75	8.45	4.38	8.39	18.89	11.56	11.44	6.44	9.07	13.92
ENST00000371554	HSP90AB1	809.43	471.61	625.17	914.39	421.4	734.42	1803.47	1133.05	1265.09	1680.55	1345.25	2099.91
ENST00000299767	HSP90B1	317.27	405.06	287.09	338.34	226.81	411.05	837.98	1296.7	739.19	1139.93	1188.95	1681.31
ENST00000369209	HSPA12A	3.4	4.18	3.47	1.84	1.42	2.87	3.18	3.16	3.85	1.82	1	2.76
ENST00000285667	HSPA13	25.61	19.34	28.72	24.14	24.56	18.45	100.55	88.91	109.88	88.42	173.99	122.44
ENST00000378372	HSPA14	13.91	9.33	9.59	14.11	9.09	14.38	13.18	14.46	11.61	17.94	13.92	22.33
ENST00000375650	HSPA1B	18.9	12.23	17.35	13.26	5.89	13.58	24.53	11.11	35.13	6.95	5.01	17.61
ENST00000304858	HSPA4	73.38	66.9	67.11	99.4	86.49	78.68	213.13	165.1	166.09	260.25	283.65	237.67
ENST00000296464	HSPA4L	3.96	4	3.51	4.05	6.94	3.12	10.56	10.92	6.62	5.05	26.46	8.01
ENST00000324460	HSPA5	197.68	324.03	178.04	282.17	356.79	322.26	739.2	1497.17	730.16	1012.02	2405.84	1528.52
ENST00000534624	HSPA8	1322.71	953.33	1063.52	1517.4	1284.37	1215.26	2287.96	1961.31	1567.49	2254.9	2659.58	2648.55
ENST00000297185	HSPA9	177.25	110.67	158	229.02	135.58	131.82	585.02	318.2	454.68	557.52	435.53	424.16
ENST00000433386	HSPBP1	32.27	19.77	24.46	33.22	18.36	25.12	92.15	28.84	82.33	76.87	18.19	32.15
ENST00000388968	HSPD1	301.22	189.43	190.72	353.74	159.55	266.91	708.32	438.25	339.69	567.26	399.39	621.21
ENST00000233893	HSPE1	137.04	77.77	95.03	172.57	85.52	136.86	356.37	612.33	204.79	307.13	422.3	828.47
ENST00000445273	HSPH1	67.64	52.77	64.53	89.35	43.25	86.19	109.11	101.14	105.89	127.33	115.34	183.78
ENST00000419348	HTATIP2	12.33	14.39	14.07	14.49	18.83	19.08	17.79	25.57	18.09	11.88	32.12	33.14
ENST00000535601	HTATSF1	29.83	21.21	23.78	28.95	21.74	26.34	52.28	49.03	47.46	41.7	51.79	69.09
ENST00000258080	HTRA2	11.92	9.27	12.53	16.37	16.77	13.28	11.86	11.73	14.52	18.6	19.95	13.22
ENST00000258774	HUS1	8.05	8.36	7.54	9.75	10.98	10.57	19.56	22.45	16.6	14.69	24.13	22.44
ENST00000447092	HYAL2	11.52	14.99	10.97	10.79	19.8	14.64	16.3	17.91	15.67	18.24	25.56	13.7
ENST00000425380	HYLS1	10.54	9.11	7.09	8.3	3.18	8.29	19.11	16.01	9.65	13.58	5.22	19.96
ENST00000404233	HYOU1	61.24	50.93	43.61	71.31	59.55	71.53	152.27	141.57	121.94	234.94	194.97	186.34
ENST00000375643	IARS	64.72	87.07	77.8	90.7	130.98	77.19	50.09	92.11	74.13	84.37	180.39	106.79
ENST00000366711	IBA57	1.69	1.88	1.52	1.4	1.33	2.11	6.55	2.04	2.29	3.13	1.22	2.39
ENST00000306270	IBTK	14.34	16.66	18.52	14.93	15.49	17.08	5	7.1	7.62	6.92	11.79	9.55
ENST00000160262	ICAM3	5.08	6.78	6.98	7.1	5.8	6.76	1.09	2.13	1.97	1.93	1	2.67
ENST00000221980	ICAM5	4.29	10.73	8.48	3.91	6.16	7.68	4.72	11.64	13.91	4.77	7.58	7.54
ENST00000343813	ICMT	68.12	55.78	47.61	51.12	46.36	50.74	70.25	61.62	57.95	69.69	59.79	42.11
ENST00000301585	ICT1	40.59	23.43	27.39	42.81	26.81	36.72	87.18	46.88	48.27	73.31	48.72	62.99
ENST00000265986	IDE	12.62	10.94	14.04	11.45	6.1	8.26	17.61	17.36	17.46	12.91	13.41	15.55
ENST00000299518	IDH3A	11.44	8.46	7.78	13.42	10.41	9.72	70.73	49.57	35.31	54.58	54.48	61.19
